Go.	යන්න.
I spent the entire day on the beach.	මම මුළු දවසම මුහුදු වෙරළේ ගත කළා.
I spent the weekend with my friends.	මම සති අන්තයේ මගේ මිතුරන් සමඟ ගත කළෙමි.
I stayed so he wouldn't feel lonely.	එයාට තනිකමක් දැනෙන්නේ නැති වෙන්න මම හිටියා.
I still haven't decided what to buy.	මම තවමත් තීරණය කර නැහැ මොකක්ද මිලදී ගන්නේ කියලා.
I stole some apples from Tom's tree.	මම ටොම්ගේ ගසෙන් ඇපල් කිහිපයක් සොරකම් කළා.
I taught Tom French three years ago.	මම ටොම්ට ප්‍රංශ ඉගැන්නුවේ අවුරුදු තුනකට කලින්.
I taught my girlfriend how to drive.	මම මගේ පෙම්වතියට රිය පැදවීම ඉගැන්නුවා.
I think I've heard this song before.	මම හිතන්නේ මම මේ ගීතය කලින් අහලා තියෙනවා.
I think it's going to be a nice day.	මම හිතන්නේ එය හොඳ දවසක් වනු ඇත.
I think it's sad to have no friends.	යාළුවො නැති එක දුකක් කියලයි මට හිතෙන්නෙ.
I think she is over forty years old.	මම හිතන්නේ ඇයගේ වයස අවුරුදු හතළිහකට වැඩියි.
I think that my suitcase was stolen.	මම හිතන්නේ මගේ ගමන් මල්ල සොරකම් කර ඇති බවයි.
I think we'd better get out of here.	මම හිතන්නේ අපි මෙතනින් ඉවත් වෙනවා නම් හොඳයි.
I think you should apologize to Tom.	මම හිතන්නේ ඔබ ටොම්ගෙන් සමාව ගත යුතුයි.
I think you're a really nice person.	මම හිතන්නේ ඔයා ඇත්තටම හොඳ කෙනෙක්.
I thought that it was an earthquake.	මම හිතුවේ භූමිකම්පාවක් කියලා.
I thought that that was a good idea.	මම හිතුවා ඒක හොඳ අදහසක් කියලා.
I thought that we were going to win.	මම හිතුවේ අපි දිනනවා කියලා.
I thought that you were from Boston.	මම හිතුවේ ඔයා බොස්ටන් වල කියලා.
I thought that you'd gone to Boston.	මම හිතුවේ ඔයා බොස්ටන් ගිහින් ඇති කියලා.
I thought you couldn't speak French.	මම හිතුවේ ඔයාට ප්‍රංශ කතා කරන්න බෑ කියලා.
I thought you had to get up by 7:30.	මම හිතුවේ ඔයා 7:30 ට නැගිටින්න ඕනේ කියලා.
I told him to clear out of the room.	මම කිව්වා කාමරෙන් එලියට එන්න කියලා.
I told you never to come here again.	මම කිව්වා ආයේ කවදාවත් මෙහෙ එන්න එපා කියලා.
I told you never to move in a group.	මම ඔයාට කිව්වා කවදාවත් කණ්ඩායමකට යන්න එපා කියලා.
I tore the picture out of the album.	මම ඇල්බමයෙන් පින්තූරය ඉරා දැමුවෙමි.
I translated the letter into French.	මම ලිපිය ප්‍රංශ භාෂාවට පරිවර්තනය කළා.
I tried to imagine life on the moon.	මම සඳ මත ජීවිතය මවා ගැනීමට උත්සාහ කළා.
I used to take a walk every morning.	මම හැමදාම උදේට ඇවිදින්න පුරුදු වුණා.
I want a suit made of this material.	මට මේ ද්රව්යයෙන් සාදන ලද ඇඳුමක් අවශ්යයි.
I want to be a pilot when I grow up.	මම ලොකු වුණාම ගුවන් නියමුවෙක් වෙන්න ඕන.
I want to eat lobster again tonight.	මට අද රෑට ආයෙත් පොකිරිස්ස කන්න ඕන.
I want to send this letter to Japan.	මට මේ ලිපිය ජපානයට යැවීමට අවශ්‍යයි.
I want to stay at a five-star hotel.	මට තරු පහේ හෝටලයක ඉන්න ඕන.
I wanted to go back to your village.	මට ආපහු ඔයාගේ ගමට යන්න ඕන වුණා.
I was able to get him to understand.	ඔහුව තේරුම් ගැනීමට මට හැකි විය.
I was aching to tell her the secret.	ඇයට රහස කියන්නට මට වේදනාවක් දැනුනි.
I was in bed all day long yesterday.	මම ඊයේ දවසම ඇඳේ හිටියා.
I was late because I ran out of gas.	ගෑස් ඉවර උන නිසා මම පරක්කු උනා.
I was roused by the sound of a bell.	බෙල් එකක සද්දෙට මාව ඇවිස්සුවා.
I was thinking the exact same thing.	මමත් හිතුවේ එකම දේ.
I was told my tear duct was blocked.	මට කිව්වා මගේ කඳුළු නාලය අවහිර වෙලා කියලා.
I was wondering when you'd get back.	මම කල්පනා කරේ ඔයා කවදද ආපහු එන්නේ කියලා.
I wasn't aware that you were so ill.	මම දැනගෙන හිටියේ නැහැ ඔයා මේ තරම් අසනීප වෙලා කියලා.
I went drinking last night with Tom.	මම ඊයේ රෑ ටොම් එක්ක බොන්න ගියා.
I went to drink a beer with friends.	මම යාළුවොත් එක්ක බියර් එකක් බොන්න ගියා.
I will be able to see you next year.	ලබන අවුරුද්දේ මට ඔයාව බලන්න පුළුවන් වෙයි.
I will stay here till three o'clock.	මම හවස තුන වෙනකම් මෙතන ඉන්නම්.
I wish I had a beautiful girlfriend.	මට ලස්සන පෙම්වතියක් සිටියා නම් හොඳයි.
I wish I had ridden my bicycle here.	මම මෙතන බයිසිකලේ පැදගෙන ගියා නම් හොඳයි.
